sample_id,class_name,source,split,tree_id,view_id,image_path,bbox_area,y_center,label_count,pca_x,pca_y,tsne_x,tsne_y,centroid_distance,instance_id,x_center,bbox_w,bbox_h
1942,B1,DAMIMAS,train,DAMIMAS_A21B_0168,4,dataset_640\images\train\DAMIMAS_A21B_0168_4.jpg,0.021550654976000002,0.400735,6,3.068450689315796,-1.3162198066711426,36.457706451416016,3.4139912128448486,6.86937952041626,1942,0.517974,0.157952,0.136438
15300,B1,DAMIMAS,test,DAMIMAS_A21B_0029,1,dataset_640\images\test\DAMIMAS_A21B_0029_1.jpg,0.017151066976,0.482926,6,2.6308939456939697,-1.6340970993041992,38.66332244873047,-0.2625952363014221,6.997661590576172,15300,0.500166,0.136258,0.125872
12734,B1,DAMIMAS,val,DAMIMAS_A21B_0128,4,dataset_640\images\val\DAMIMAS_A21B_0128_4.jpg,0.028554851416,0.442038,4,3.2650935649871826,-1.4875305891036987,35.859249114990234,4.947549343109131,7.15516471862793,12734,0.366101,0.189896,0.150371
5037,B1,DAMIMAS,train,DAMIMAS_A21B_0398,2,dataset_640\images\train\DAMIMAS_A21B_0398_2.jpg,0.00979913662,0.375669,7,1.9990100860595703,0.2705780565738678,6.644640922546387,-6.894847393035889,7.250686168670654,5037,0.665107,0.111722,0.08771
11426,B1,DAMIMAS,train,DAMIMAS_A21B_0842,6,dataset_640\images\train\DAMIMAS_A21B_0842_6.jpg,0.021181706207999997,0.444362,6,3.870291233062744,-2.3186256885528564,36.85666275024414,1.7574266195297241,7.315525531768799,11426,0.417421,0.164184,0.129012
1119,B1,DAMIMAS,train,DAMIMAS_A21B_0101,1,dataset_640\images\train\DAMIMAS_A21B_0101_1.jpg,0.025470679798,0.493778,3,3.219846248626709,0.9609664678573608,38.67283630371094,4.441223621368408,7.326842784881592,1119,0.428356,0.198089,0.128582
601,B2,DAMIMAS,train,DAMIMAS_A21B_0047,3,dataset_640\images\train\DAMIMAS_A21B_0047_3.jpg,0.013414930656000001,0.538126,3,0.3297896385192871,3.218372344970703,0.4935491979122162,-14.37043285369873,7.548472881317139,601,0.306544,0.134753,0.099552
15074,B2,DAMIMAS,val,DAMIMAS_A21B_0847,2,dataset_640\images\val\DAMIMAS_A21B_0847_2.jpg,0.017098619904,0.518791,5,2.702737331390381,0.37906619906425476,8.587867736816406,-0.06256665289402008,7.596213340759277,15074,0.263189,0.144336,0.118464
748,B2,DAMIMAS,train,DAMIMAS_A21B_0062,1,dataset_640\images\train\DAMIMAS_A21B_0062_1.jpg,0.009265128913999998,0.332393,3,3.6768338680267334,0.17899098992347717,12.379255294799805,-9.32430362701416,7.639528751373291,748,0.564688,0.115946,0.079909
11060,B2,DAMIMAS,train,DAMIMAS_A21B_0820,5,dataset_640\images\train\DAMIMAS_A21B_0820_5.jpg,0.008034448373,0.43702,6,2.4736039638519287,-0.5401405096054077,8.49987506866455,0.2700038254261017,7.72764253616333,11060,0.336739,0.089051,0.090223
17357,B2,DAMIMAS,test,DAMIMAS_A21B_0781,3,dataset_640\images\test\DAMIMAS_A21B_0781_3.jpg,0.011214440692000002,0.309826,5,-0.43713194131851196,0.36381253600120544,-5.84616756439209,2.507302761077881,7.773379325866699,17357,0.701125,0.098431,0.113932
12150,B2,LONSUM,train,LONSUM_A21A_0058,3,dataset_640\images\train\LONSUM_A21A_0058_3.jpg,0.012177742968,0.555103,4,-0.12093543261289597,0.3443094789981842,-5.823037624359131,1.8804465532302856,7.774541854858398,12150,0.681928,0.134341,0.090648
9125,B3,DAMIMAS,train,DAMIMAS_A21B_0676,1,dataset_640\images\train\DAMIMAS_A21B_0676_1.jpg,0.008474197901,0.386651,4,1.6276366710662842,0.31767573952674866,8.912575721740723,7.27607536315918,7.441216945648193,9125,0.709317,0.120367,0.070403
1874,B3,DAMIMAS,train,DAMIMAS_A21B_0163,1,dataset_640\images\train\DAMIMAS_A21B_0163_1.jpg,0.011551995923999999,0.372113,7,2.681957483291626,-0.1488601118326187,21.329748153686523,2.409918785095215,7.624774932861328,1874,0.340317,0.135149,0.085476
17592,B3,DAMIMAS,test,DAMIMAS_A21B_0832,2,dataset_640\images\test\DAMIMAS_A21B_0832_2.jpg,0.01727249706,0.290846,5,-0.845832109451294,2.0882647037506104,-16.541601181030273,-4.928834915161133,7.705755233764648,17592,0.362517,0.17654,0.097839
4226,B3,DAMIMAS,train,DAMIMAS_A21B_0353,2,dataset_640\images\train\DAMIMAS_A21B_0353_2.jpg,0.0062087853749999995,0.349935,5,-0.9691051840782166,2.530639886856079,-4.586552143096924,-9.050467491149902,7.749845027923584,4226,0.647163,0.101725,0.061035
14994,B3,DAMIMAS,val,DAMIMAS_A21B_0836,7,dataset_640\images\val\DAMIMAS_A21B_0836_7.jpg,0.006273791159999999,0.540375,5,0.8242835402488708,1.145691156387329,-2.474567413330078,-9.286459922790527,7.753640651702881,14994,0.637535,0.07998,0.078442
5100,B3,DAMIMAS,train,DAMIMAS_A21B_0403,2,dataset_640\images\train\DAMIMAS_A21B_0403_2.jpg,0.005265772423,0.315282,4,-2.102090358734131,-0.2959608733654022,-17.877843856811523,10.697564125061035,7.920413970947266,5100,0.34886,0.081073,0.064951
15330,B4,DAMIMAS,test,DAMIMAS_A21B_0034,3,dataset_640\images\test\DAMIMAS_A21B_0034_3.jpg,0.005963554344,0.427411,4,0.1802026927471161,3.408841371536255,1.228721022605896,-15.72347640991211,7.624814033508301,15330,0.399275,0.097592,0.061107
2976,B4,DAMIMAS,train,DAMIMAS_A21B_0250,1,dataset_640\images\train\DAMIMAS_A21B_0250_1.jpg,0.007229822159999999,0.351632,7,-1.2830785512924194,2.747079610824585,-6.461708068847656,-14.567709922790527,7.728279113769531,2976,0.621992,0.111408,0.064895
14214,B4,DAMIMAS,val,DAMIMAS_A21B_0640,2,dataset_640\images\val\DAMIMAS_A21B_0640_2.jpg,0.011488227641,0.253648,6,0.8716803789138794,0.9829606413841248,14.699056625366211,-18.606319427490234,7.886407375335693,14214,0.584739,0.167959,0.068399
12749,B4,DAMIMAS,val,DAMIMAS_A21B_0132,3,dataset_640\images\val\DAMIMAS_A21B_0132_3.jpg,0.00582340528,0.393137,5,1.7281315326690674,0.7269467711448669,9.609570503234863,8.14969539642334,7.9381818771362305,12749,0.41634,0.08366,0.069608
16973,B4,DAMIMAS,test,DAMIMAS_A21B_0638,1,dataset_640\images\test\DAMIMAS_A21B_0638_1.jpg,0.008402706291,0.254044,5,-1.042462944984436,3.344517946243286,-6.001317501068115,-12.08989143371582,8.01149845123291,16973,0.248856,0.118627,0.070833
504,B4,DAMIMAS,train,DAMIMAS_A21B_0038,2,dataset_640\images\train\DAMIMAS_A21B_0038_2.jpg,0.004987718211000001,0.428327,5,-1.7642769813537598,4.738605976104736,-8.212738037109375,-18.45549201965332,8.089302062988281,504,0.386364,0.086651,0.057561
